review,stars,app,review_clean,sentiment
Почему вечером не работает приложение? Не могу пользоваться когда надо😑😑😑,4,uzum,почему вечером не работает приложение не могу пользоваться когда надо,-1
Полный отстой. без причины списывают деньги за не существующий проезд.,1,uzum,полный отстой без причины списывают деньги за не существующий проезд,-1
Assalomu alekum,5,uzum,assalomu alekum,-1
👍,5,uzum,,1
💞,1,uzum,,1
хрен откроеш,3,uzum,хрен откроеш,1
Узум банк кулай ва ишончли банк сизлар га омад,5,uzum,узум банк кулай ва ишончли банк сизлар га омад,-1
"Не понимаю за что оценка у такого прекрасного банка 4.5 Узум на голову выше своих конкурентов, однозначное все 5.0 звёзд!",5,uzum,не понимаю за что оценка у такого прекрасного банка узум на голову выше своих конкурентов однозначное все звёзд,-1
Assalomu alaykum uzum bankamatiga pul tawaganmda kartamga tushmadi keyin ariza qoldrdm koʻrb chqlvotti arizez db etldi mana 1 oy 11 kun boʻldi hali pul tushgani yoʻq juda hafaman pul zarl boʻlgani uchun shoshirvotkandm lekn uzumdan koʻynm qoldi,1,uzum,assalomu alaykum uzum bankamatiga pul tawaganmda kartamga tushmadi keyin ariza qoldrdm korb chqlvotti arizez db etldi mana oy kun boldi hali pul tushgani yoq juda hafaman pul zarl bolgani uchun shoshirvotkandm lekn uzumdan koynm qoldi,-1
"После введения серии паспорта и далее при сканировании лица меня обратно закидывает в ввод серии паспорта и так бесконечно,я не могу зайти с другого телефона""Redmi Note 14"".Решите Пожалуйста решите эту проблему,не первый месяц мучаюсь.Вы мне надоели я никак не могу войти с нового телефона,писал в ваш бот,а нихера не работает просит зайти в ваше приложение,А Я НЕ МОГУ ЗАЙТИ В ВАШЕ ПРИЛОЖЕНИЕ ,а ошибка та же самая.Сколько времени прошло,а ошибку так и не исправили",1,uzum,после введения серии паспорта и далее при сканировании лица меня обратно закидывает в ввод серии паспорта и так бесконечноя не могу зайти с другого телефонаredmi note решите пожалуйста решите эту проблемуне первый месяц мучаюсьвы мне надоели я никак не могу войти с нового телефонаписал в ваш бота нихера не работает просит зайти в ваше приложениеа я не могу зайти в ваше приложение а ошибка та же самаясколько времени прошлоа ошибку так и не исправили,-1
"не работает ничего, операторлар ишламайди умиман",1,uzum,не работает ничего операторлар ишламайди умиман,-1
Dasturlash tomonidan zo'r yaratilgan. Ammo narsalar olgandim sifatsiz keldi nechi marta. Tovarlarni ham yaxshilab qarashingiz kerak.,1,uzum,dasturlash tomonidan zor yaratilgan ammo narsalar olgandim sifatsiz keldi nechi marta tovarlarni ham yaxshilab qarashingiz kerak,1
Снимает деньги автоматически с чужих карт добавленные в приложение. Так нельзя.,1,uzum,снимает деньги автоматически с чужих карт добавленные в приложение так нельзя,-1
👍,5,uzum,,1
спасибо вам большое,5,uzum,спасибо вам большое,1
дайте возможность оплатить через NFC телефона,5,uzum,дайте возможность оплатить через nfc телефона,-1
"WIUT admission requires the payment only from Uzumbank and Infinbank, but both apps are just trolling me. Consistent errors, no exact guideline to correct them.",1,uzum,wiut admission requires the payment only from uzumbank and infinbank but both apps are just trolling me consistent errors no exact guideline to correct them,-1
"сервис не помогает,а после обновления и вообще невозможно использовать",1,uzum,сервис не помогаета после обновления и вообще невозможно использовать,-1
"пока всё отлично, спасибо Узум банк, 👍.",5,uzum,пока всё отлично спасибо узум банк,1
якшы емас отказмаларда код кемайди ва узум картасига пул хам отказолмайсан узум картани олишни маслахат бермастим,1,uzum,якшы емас отказмаларда код кемайди ва узум картасига пул хам отказолмайсан узум картани олишни маслахат бермастим,-1
"энг зур банк, осон ва кулай",5,uzum,энг зур банк осон ва кулай,-1
ohirgi vaqtlar õz õzidan ishlamay qolyapti,1,uzum,ohirgi vaqtlar z zidan ishlamay qolyapti,-1
проблема не решена👎,1,uzum,проблема не решена,-1
"хорошее предложение, но после последнего обновления стало неудобно, не показывает баланс карты. а так пользуюсь только им🫰",4,uzum,хорошее предложение но после последнего обновления стало неудобно не показывает баланс карты а так пользуюсь только им,-1
программа блокирует обсалютно все действия поддерка вообще без полезна,1,uzum,программа блокирует обсалютно все действия поддерка вообще без полезна,-1
nimagadir ishlamayapdi,5,uzum,nimagadir ishlamayapdi,-1
qachon qarama ilovaga kirmaydi aylanib turavuradi udalit qilaman kerakli payt ishlamaydi umuman,1,uzum,qachon qarama ilovaga kirmaydi aylanib turavuradi udalit qilaman kerakli payt ishlamaydi umuman,-1
"дебильные приложение. после очередных безуспешных попыток войти, приходится сносить и устанавливать заново и в очередной раз прозводить ферификацию через сканирование лица, которое не проходит....",1,uzum,дебильные приложение после очередных безуспешных попыток войти приходится сносить и устанавливать заново и в очередной раз прозводить ферификацию через сканирование лица которое не проходит,-1
"упс, что-то пошло не так. не можем определить жизненость вашего банка, попробуйте позже 😅😅😅😅😅😅😅😅😅",1,uzum,упс чтото пошло не так не можем определить жизненость вашего банка попробуйте позже,-1
zor,5,uzum,zor,1
zoʻr,5,uzum,zor,1
"Уже как 2 дня не могу зайти в приложение, всё время обновляется и пишет что ошибка, повторить через некоторое время. Но всё равно нет никаких изменений, почему так?",1,uzum,уже как дня не могу зайти в приложение всё время обновляется и пишет что ошибка повторить через некоторое время но всё равно нет никаких изменений почему так,-1
чоткиии,5,uzum,чоткиии,1
не могу открыть приложение Uzum банк я заказал карту вы написали через два дня я хотел получить карту но мне сказали прийти через месяц но карта уже в пункте выдачи и они мне так сказали,1,uzum,не могу открыть приложение uzum банк я заказал карту вы написали через два дня я хотел получить карту но мне сказали прийти через месяц но карта уже в пункте выдачи и они мне так сказали,-1
wi fi bilan ishlamayapti ekan,5,uzum,wi fi bilan ishlamayapti ekan,-1
"УЖАСНО! заморозили карту с деньгами, уже неделю жду ответа, но его нет. "" уважаемый клиент, ваша заявка на рассмотрении"" - это все что они говорят. не знаю сколько еще ждать придется. ни каких номеров больше нет, кроме тех пождержки и чат бота. в любом банке можно подать жалобу управляющему, а здесь только тех поддержка, которая ничего не решает. буду прощаться с этим банком, после разморозки карты",1,uzum,ужасно заморозили карту с деньгами уже неделю жду ответа но его нет уважаемый клиент ваша заявка на рассмотрении это все что они говорят не знаю сколько еще ждать придется ни каких номеров больше нет кроме тех пождержки и чат бота в любом банке можно подать жалобу управляющему а здесь только тех поддержка которая ничего не решает буду прощаться с этим банком после разморозки карты,-1
как не зайду пишет что приложение не доступно. почему так часто приложение недоступно?,1,uzum,как не зайду пишет что приложение не доступно почему так часто приложение недоступно,-1
последнее время очень тупит. Раньше работал на все сто % а сейчас очень трудно войти в приложению. Вам самим это незаметно?,1,uzum,последнее время очень тупит раньше работал на все сто а сейчас очень трудно войти в приложению вам самим это незаметно,-1
"sotuv punkitida ishchilar samimiymas,bron marta togri ishlamaydi har faqat nosozlik nosozlik nma bulgan tushintirmaydi",1,uzum,sotuv punkitida ishchilar samimiymasbron marta togri ishlamaydi har faqat nosozlik nosozlik nma bulgan tushintirmaydi,-1
зор,3,uzum,зор,1
"приложение совсем не стабильное, постоянно с ним проблемы, элементарно просто открыть невозможно, тормознутое.",1,uzum,приложение совсем не стабильное постоянно с ним проблемы элементарно просто открыть невозможно тормознутое,-1
"почему-то не могу перевести деньги в Казахстан,выдает ошибку",4,uzum,почемуто не могу перевести деньги в казахстанвыдает ошибку,-1
"за год пользования приложением так и не появилась возможность получить чек спустя некоторое время после перевода Р2Р. где взять чек, подтверждающий имя получателя, отправителя, номер карты? очень странно",1,uzum,за год пользования приложением так и не появилась возможность получить чек спустя некоторое время после перевода рр где взять чек подтверждающий имя получателя отправителя номер карты очень странно,-1
"очень нравится, что бесплатно показывает движения по карте",5,uzum,очень нравится что бесплатно показывает движения по карте,1
tufta,1,uzum,tufta,1
Не могу пополнять карту ATTO.,3,uzum,не могу пополнять карту atto,-1
1. Экран карт не читаемый. Нужно как в Click 2. При переводе с Uzcard или Humo на Visa Uzum не хватает кнопки магнит чтобы автоматически взяла всю сумму с учётом комиссии,3,uzum,экран карт не читаемый нужно как в click при переводе с uzcard или humo на visa uzum не хватает кнопки магнит чтобы автоматически взяла всю сумму с учётом комиссии,-1
"Претензия лишь одна. Я на Uzum c 2022 года. За это время очень много мной было куплено у Uzum товаров различного назначения, включая товары из Китая. Но вот захотел приобрести смартфон за 4 миллионов.сум и убедился что мой Uzum мне не доверяет. Из-за моего возраста (мне в последний день февраля исполнилось 78 лет) и нет ни какой возможности взять микрокредит, или купить товар в рассрочку, хотя пенсия позволяет покрыть его даже за 3 месяца. Это оскорбительно до глубины души. Владимир.",5,uzum,претензия лишь одна я на uzum c года за это время очень много мной было куплено у uzum товаров различного назначения включая товары из китая но вот захотел приобрести смартфон за миллионовсум и убедился что мой uzum мне не доверяет изза моего возраста мне в последний день февраля исполнилось лет и нет ни какой возможности взять микрокредит или купить товар в рассрочку хотя пенсия позволяет покрыть его даже за месяца это оскорбительно до глубины души владимир,-1
не работает бесконечная загрузка при входе,1,uzum,не работает бесконечная загрузка при входе,-1
яхшии,5,uzum,яхшии,1
Мошенники!!!!! Я пол месяца жду возврата из-за того что их банкомат не вернул мои деньги когда я хотела пополнить баланс своей картой,1,uzum,мошенники я пол месяца жду возврата изза того что их банкомат не вернул мои деньги когда я хотела пополнить баланс своей картой,-1
"уберите цель перевода,ужасно бесит",2,uzum,уберите цель переводаужасно бесит,-1
Juda qulay va zo‘r aʼlo darajada,5,uzum,juda qulay va zor alo darajada,1
"у меня не открывается, очень жаль я должна была заплатить кредит.",1,uzum,у меня не открывается очень жаль я должна была заплатить кредит,-1
zur gap yuq,5,uzum,zur gap yuq,1
"Главный недостаток- плохая поддержка и отсутствия физического отделения банка, где бы реально могли помочь с проблемами. Сменил номер телефона, теперь по новому номеру не видно мою карту, по телефону говорят одно, в чате другое, в итоге никто проблему не решил. Поддержка просто может перестать отвечать, происходит перекидывание на другого оператора, и так несколько раз. Не рекомендую.",1,uzum,главный недостаток плохая поддержка и отсутствия физического отделения банка где бы реально могли помочь с проблемами сменил номер телефона теперь по новому номеру не видно мою карту по телефону говорят одно в чате другое в итоге никто проблему не решил поддержка просто может перестать отвечать происходит перекидывание на другого оператора и так несколько раз не рекомендую,-1
"здравствуйте, какой раз пытаюсь,но не могу зайти в приложение Узум банк,в чём дело,с оператором разговаривала,ну ничего не меняется, пин-код набираю но не открывается,в чём проблема?",1,uzum,здравствуйте какой раз пытаюсьно не могу зайти в приложение узум банкв чём делос оператором разговаривалану ничего не меняется пинкод набираю но не открываетсяв чём проблема,-1
Зўр комисиясиз пул ўткиздим,5,uzum,зр комисиясиз пул ткиздим,-1
super,5,uzum,super,1
Илова узум банк умуман ишламаябди кириб булмаябди 1 ойдан буён шунака муаммо тугирлаб куйинглар илтимос.,2,uzum,илова узум банк умуман ишламаябди кириб булмаябди ойдан буён шунака муаммо тугирлаб куйинглар илтимос,-1
"что магазин, что банк. НЕ РЕКОМЕНДУЮ. Работают отвратительно, подсовывают бракованный товар, за копейки удавяться готовы, ещё умудряются врать на иностранные магазины. никакого уважения особенно к инвалидам. из-за этих пакостников ещё и тэму закрыли, слава богам хоть другие работают. тут брать ничего не советую. а если захотите взять деньги, то и это только на один месяц. берёшь 500к, отдаёшь чуть ли не миллион. крохоборы. и их ещё и покрывают все инстанции.",1,uzum,что магазин что банк не рекомендую работают отвратительно подсовывают бракованный товар за копейки удавяться готовы ещё умудряются врать на иностранные магазины никакого уважения особенно к инвалидам изза этих пакостников ещё и тэму закрыли слава богам хоть другие работают тут брать ничего не советую а если захотите взять деньги то и это только на один месяц берёшь к отдаёшь чуть ли не миллион крохоборы и их ещё и покрывают все инстанции,-1
"Assalamu alaykum, nega 3-4 kundan beri ilvaga kirib bo‘lmayapti? Visa karta oldim, baloga qoldim. Oldin bunday emas edi....",2,uzum,assalamu alaykum nega kundan beri ilvaga kirib bolmayapti visa karta oldim baloga qoldim oldin bunday emas edi,-1
почему предложение хорошо не работает когда надо не открывается предложение на звездочку даже не тянет,2,uzum,почему предложение хорошо не работает когда надо не открывается предложение на звездочку даже не тянет,-1
узум банк умуман ишламайди заказ оплат йук обновление пастаяно,1,uzum,узум банк умуман ишламайди заказ оплат йук обновление пастаяно,-1
у меня не работает ваше приложение,1,uzum,у меня не работает ваше приложение,-1
"Assalomu Alaykum nima bu ahvol, yangi telefon raqamimni ulab olmoqchidim ulolmadim operatarga telefon qildim, bittasi aytdi ilovadan chiqib ketishni bosing dedi uni qildim ulanmadi va keyin bu kunisiga telefon qildim ilovani oʻchirib 12 soatdan keyin qayta yuklab urinib koʻring dedi 24 soatdan keyin qildim uyam boʻlmadi bu kunisiga yana telefon qildim oʻzlari urinib koʻrdi uyam boʻlmadi endi oʻshanda men qachonki bankga borsam borsam ishlatolamanmi kartamni umuman tushunarsiz",1,uzum,assalomu alaykum nima bu ahvol yangi telefon raqamimni ulab olmoqchidim ulolmadim operatarga telefon qildim bittasi aytdi ilovadan chiqib ketishni bosing dedi uni qildim ulanmadi va keyin bu kunisiga telefon qildim ilovani ochirib soatdan keyin qayta yuklab urinib koring dedi soatdan keyin qildim uyam bolmadi bu kunisiga yana telefon qildim ozlari urinib kordi uyam bolmadi endi oshanda men qachonki bankga borsam borsam ishlatolamanmi kartamni umuman tushunarsiz,-1
хаммаси яхши,5,uzum,хаммаси яхши,-1
"Узум банк иловасига кириб булмаяпти 2 кундан бери , бошкатдан урнатиб хам курдим, нима килиш керак?",4,uzum,узум банк иловасига кириб булмаяпти кундан бери бошкатдан урнатиб хам курдим нима килиш керак,-1
"Раньше хорошо работало, сейчас перестала работать техподдержка в телеграм, бот не отвечает, в Фейсбук отвечают в личку без возможности им ответить, то есть тоже скрывают, что не отвечают, само приложение несколько дней постоянно тормозхило и не работало, требуя обновления, а после обновления обнулялось и опять не работало, комиссия за перевод неоправданно высокая по сравнению с другими банками, по вкладу проценты резко снизили без уведомления клиента,движение по картам не отражается Очень плохо!",1,uzum,раньше хорошо работало сейчас перестала работать техподдержка в телеграм бот не отвечает в фейсбук отвечают в личку без возможности им ответить то есть тоже скрывают что не отвечают само приложение несколько дней постоянно тормозхило и не работало требуя обновления а после обновления обнулялось и опять не работало комиссия за перевод неоправданно высокая по сравнению с другими банками по вкладу проценты резко снизили без уведомления клиентадвижение по картам не отражается очень плохо,-1
Tezligi yahshi,5,uzum,tezligi yahshi,1
judayam yaxshi programma,5,uzum,judayam yaxshi programma,1
отлично,5,uzum,отлично,1
зор гап йук ишларизга омад бунданда янги функсяларни кутиб коламиз пабжи мабайлгаям кушсаизлар талаб катта шу уйингаям,5,uzum,зор гап йук ишларизга омад бунданда янги функсяларни кутиб коламиз пабжи мабайлгаям кушсаизлар талаб катта шу уйингаям,-1
"У вас не работает сканер лица. Я забыл код и хотел его поменять, но приложение просит пройти сканирование лица, а оно не работает. Из-за этого я не могу войти в свой банковский счёт. Мне нужно было срочно зайти. Пожалуйста, исправьте эту проблему или подскажите, как можно войти без сканера лица. операторы тоже не отвечают",1,uzum,у вас не работает сканер лица я забыл код и хотел его поменять но приложение просит пройти сканирование лица а оно не работает изза этого я не могу войти в свой банковский счёт мне нужно было срочно зайти пожалуйста исправьте эту проблему или подскажите как можно войти без сканера лица операторы тоже не отвечают,-1
отлично,5,uzum,отлично,1
"Что стало с вашим приложением, непонятно. Очень часто в него просто невозможно зайти, после некоторого времени ожидани выходит сообщение ""Вход временно недоступен. Пожалуйста, попробуйте чуть позже"". И так может продолжаться от нескольких минут до нескольких часов! Что происходит, объясните пожалуйста?!",1,uzum,что стало с вашим приложением непонятно очень часто в него просто невозможно зайти после некоторого времени ожидани выходит сообщение вход временно недоступен пожалуйста попробуйте чуть позже и так может продолжаться от нескольких минут до нескольких часов что происходит объясните пожалуйста,-1
zor,5,uzum,zor,1
Zo‘r zo‘r,5,uzum,zor zor,1
"Самый выгодный вклад в узуме.Транспорт по карточке почти бесплатный,снятие наличных и переводы без процентов.Сказка!!!Только глючит иногда.",5,uzum,самый выгодный вклад в узуметранспорт по карточке почти бесплатныйснятие наличных и переводы без процентовсказкатолько глючит иногда,-1
супер,5,uzum,супер,1
👏🏻👏🏻,5,uzum,,1
"minus qoyardimu afsus, men bugun limitdan 2 mln som olib dostimni kartasiga tashlagandim karta raqamini yozib pul otkazish paytida kommisiya 0.0 so'm deyilgan edi keyin qarasam yashirincha 5% otkazma uchun kommisiya yechib qolingan ekan shu bilan men 1.9 mln pulni 2.1 mln qilib tolashim kerak ekan, buni chinakkam og'irlik desaham boladi hechqanday ogohlantirishlarsiz oldov yoli bilan pul yechib olishdi, shuni tolasam bu mosheniklarni ilovasini qaytib foydalanmaslikga qasam ichaman",1,uzum,minus qoyardimu afsus men bugun limitdan mln som olib dostimni kartasiga tashlagandim karta raqamini yozib pul otkazish paytida kommisiya som deyilgan edi keyin qarasam yashirincha otkazma uchun kommisiya yechib qolingan ekan shu bilan men mln pulni mln qilib tolashim kerak ekan buni chinakkam ogirlik desaham boladi hechqanday ogohlantirishlarsiz oldov yoli bilan pul yechib olishdi shuni tolasam bu mosheniklarni ilovasini qaytib foydalanmaslikga qasam ichaman,-1
Невозможно зайти в приложение хотел оплатить на узум маркет оно неоткрывается как можно вернут деньги,1,uzum,невозможно зайти в приложение хотел оплатить на узум маркет оно неоткрывается как можно вернут деньги,-1
"Что происходит, почему уже 3 дня приложение недоступно?????? Почему ничего не можете сделать нормально, тем более, что это финансовое приложение..........",1,uzum,что происходит почему уже дня приложение недоступно почему ничего не можете сделать нормально тем более что это финансовое приложение,-1
"после обновления приложения не открывается, в нужный момент это подводит",1,uzum,после обновления приложения не открывается в нужный момент это подводит,-1
Nimaga endi o'tkazma maqsadini yozishim kk har safar,2,uzum,nimaga endi otkazma maqsadini yozishim kk har safar,-1
zor,5,uzum,zor,1
"очень плохое приложение. карта узума очень продвигали, решил открыть, в какой то момент через некоторое время меня просто выкинуло с приложения, зашел снова через тот же номер телефона, почему-то снова просит открыть карту без возможности скипа. снова заполнил форму и зашел, вот я удивился увидев при заходе что моей ранее открытой карты нет. попросил удалить аккаунт, нужно присылать паспорт, фото вместе с паспортом, что же вы там не добавите такую же форму как при оформлении карты. шлак",1,uzum,очень плохое приложение карта узума очень продвигали решил открыть в какой то момент через некоторое время меня просто выкинуло с приложения зашел снова через тот же номер телефона почемуто снова просит открыть карту без возможности скипа снова заполнил форму и зашел вот я удивился увидев при заходе что моей ранее открытой карты нет попросил удалить аккаунт нужно присылать паспорт фото вместе с паспортом что же вы там не добавите такую же форму как при оформлении карты шлак,-1
"Сегодня уже 13.03.2026. не решили вопрос тупо с приложением. хорошо что я ничего не покупал у них. отстойное приложение так же как и операторы. Приложение отстой, операторы некомпетентны и вообще не могут ничего решить, тупо заблокируют если не понравится ваш вопрос. не советую тем кто ценит свое время.",1,uzum,сегодня уже не решили вопрос тупо с приложением хорошо что я ничего не покупал у них отстойное приложение так же как и операторы приложение отстой операторы некомпетентны и вообще не могут ничего решить тупо заблокируют если не понравится ваш вопрос не советую тем кто ценит свое время,-1
Микрокарз олиш жуда кийинлашиб кетган ва операторлар вактида жавоб бермайди,2,uzum,микрокарз олиш жуда кийинлашиб кетган ва операторлар вактида жавоб бермайди,-1
"Не отправляет перевод денег, пишет операция не успешная.",1,uzum,не отправляет перевод денег пишет операция не успешная,-1
o'tkazmadan maqsadni yo ixtiyoriy qilib erkib belgilanadigan qilish yo yo'qotish kerak. hech bo'lmaganda boshqa degan bo'limi bo'lishi kerak,1,uzum,otkazmadan maqsadni yo ixtiyoriy qilib erkib belgilanadigan qilish yo yoqotish kerak hech bolmaganda boshqa degan bolimi bolishi kerak,-1
qulay no tomoni pul tashlashda komissiya oladi.,5,uzum,qulay no tomoni pul tashlashda komissiya oladi,1
"Банк списывает деньги два раза за покупку, при обращении за разъяснениями просит предоставить чек и т.д. и потом молчит, пишут мы расстоим через 30 дней. И тихо возвращает через 70 дней. Также списывает деньги за операции,которых нет и по которым нет подтверждающих документов, т.е. списание есть,но они не могут объяснить его и прислать хоть какой-то документ,где оно отображено. Лучше держать деньги в другом банке. upd решил дать шанс банку... в новой версии ничего не изменилось, одна звезда",1,uzum,банк списывает деньги два раза за покупку при обращении за разъяснениями просит предоставить чек и тд и потом молчит пишут мы расстоим через дней и тихо возвращает через дней также списывает деньги за операциикоторых нет и по которым нет подтверждающих документов те списание естьно они не могут объяснить его и прислать хоть какойто документгде оно отображено лучше держать деньги в другом банке upd решил дать шанс банку в новой версии ничего не изменилось одна звезда,-1
почему приложение не открывается??? вход временно не доступен,1,uzum,почему приложение не открывается вход временно не доступен,-1
foyizlari juda kop,1,uzum,foyizlari juda kop,1
почему через wifi не работает но по мобильном сети работает,4,uzum,почему через wifi не работает но по мобильном сети работает,-1
"последнее время слишком много тормозит, не работает приложение. в чём проблема? разработчики..",3,uzum,последнее время слишком много тормозит не работает приложение в чём проблема разработчики,-1
zor,5,uzum,zor,1
не могу войти в свой аккаунт забыла пароль хотела восстановить не могу поддержка не отвечает. На самом деле ваш приложение не работало и ч удалила его и снова устанавла теперь на могу войти.,1,uzum,не могу войти в свой аккаунт забыла пароль хотела восстановить не могу поддержка не отвечает на самом деле ваш приложение не работало и ч удалила его и снова устанавла теперь на могу войти,-1
"Почему я не могу войти в приложение,когда пытаюсь, просит обновление, но после обновления, долго грузит но не входит?",2,uzum,почему я не могу войти в приложениекогда пытаюсь просит обновление но после обновления долго грузит но не входит,-1
"Здравствуйте,я заново решила войти,но у меня не получается.Лицо не сфоткать,пишит ошибка.Все делаю по правилам снова и снова,но пишет ошибка.Что делать? Подскажите.",5,uzum,здравствуйтея заново решила войтино у меня не получаетсялицо не сфоткатьпишит ошибкавсе делаю по правилам снова и сновано пишет ошибкачто делать подскажите,-1
Очень хороший банк. Спасибо сотрудникам за такие услуги,5,uzum,очень хороший банк спасибо сотрудникам за такие услуги,1
Umiman keraksiz ilova bir tinga qimmat.,1,uzum,umiman keraksiz ilova bir tinga qimmat,-1
very good app,5,uzum,very good app,1
zor,5,uzum,zor,1
"Ужасное приложение. Очень редко открывается. Пытаясь оплатить заказаные товары картой Uzum, переходя в Uzum Bank, невозможно оплатить заказ, так как приложение не открывается. При этом товары, которые пытаешься оплатить, из Корзинки пропадают.",1,uzum,ужасное приложение очень редко открывается пытаясь оплатить заказаные товары картой uzum переходя в uzum bank невозможно оплатить заказ так как приложение не открывается при этом товары которые пытаешься оплатить из корзинки пропадают,-1
Приложения не работает,1,uzum,приложения не работает,-1
"все хорошо работало но почему то со вчерашнего дня я не могу войти в приложение, что случилось? помогите, он не работает, попвталась войти в другом телефоне тоже не работает приложение",5,uzum,все хорошо работало но почему то со вчерашнего дня я не могу войти в приложение что случилось помогите он не работает попвталась войти в другом телефоне тоже не работает приложение,-1
"Тупое, корявое приложение. Начиная с интерфейса, заканчивая функционала. Захотел поменя аккаунт на новый номер телефона, седьмые сутки не могу пройти идентификацию. В поддержке обещают каждый день решить проблему. У меня день остались на карте Uzum, снять или перевести невозможно. Если не хотите головной боли и потерять свои деньги - не пользуйтесь!",1,uzum,тупое корявое приложение начиная с интерфейса заканчивая функционала захотел поменя аккаунт на новый номер телефона седьмые сутки не могу пройти идентификацию в поддержке обещают каждый день решить проблему у меня день остались на карте uzum снять или перевести невозможно если не хотите головной боли и потерять свои деньги не пользуйтесь,-1
50 раз питаюсь просто виртуальный карту открывать но к сожалению не могу просто приложение очень даже не удобно,1,uzum,раз питаюсь просто виртуальный карту открывать но к сожалению не могу просто приложение очень даже не удобно,-1
не работает,5,uzum,не работает,-1
зор,5,uzum,зор,1
"Удерживают деньги и игнорируют в чате! Текст: Худший сервис. 9 марта из-за их ошибки списали 35 990 сумов, заявка №8837557. Технический сбой признали, но деньги не возвращают вторые сутки. Поддержка (Самандар, Алижон и др.) просто кормит обещаниями «подождать» и закрывает диалоги. Если вам дороги ваши нервы и деньги — обходите этот банк стороной. Подаю жалобу в ЦБ и Агентство по защите прав потребителей.",1,uzum,удерживают деньги и игнорируют в чате текст худший сервис марта изза их ошибки списали сумов заявка технический сбой признали но деньги не возвращают вторые сутки поддержка самандар алижон и др просто кормит обещаниями подождать и закрывает диалоги если вам дороги ваши нервы и деньги обходите этот банк стороной подаю жалобу в цб и агентство по защите прав потребителей,-1
"Приложение не дает зайти пишет - Превышено количество обращений пишите в поддержку. Поддержка зачем то просит паспортные данные 2 дня прошло игнорируют, для какой цели мой номер было ограничивать. Или вам плевать на клиентов или что. И даже тут вечно отвечают скриптами обратитесь в поддержку. Так ваша поддержка ничего не делает. Не рекомендую приложение А вот как у них работает в Телеграмме поддержка Уважаемый клиент! Поддержка в Telegram временно недоступна.",1,uzum,приложение не дает зайти пишет превышено количество обращений пишите в поддержку поддержка зачем то просит паспортные данные дня прошло игнорируют для какой цели мой номер было ограничивать или вам плевать на клиентов или что и даже тут вечно отвечают скриптами обратитесь в поддержку так ваша поддержка ничего не делает не рекомендую приложение а вот как у них работает в телеграмме поддержка уважаемый клиент поддержка в telegram временно недоступна,-1
